19-Jun-19,46:50.3,-2359.214319,-4026.117332,4770.037386,6.913396,-1.11259,2.469243,,
19-Jun-19,47:57.3,-1889.499947,-4090.858563,4921.019616,7.093882,-0.818276,2.033004,,
19-Jun-19,49:04.3,-1409.608557,-4135.707587,5042.200614,7.234635,-0.521,1.585061,,
19-Jun-19,50:11.1,-922.078553,-4160.566766,5132.987759,7.335018,-0.222042,1.127974,,
19-Jun-19,51:18.0,-429.46957,-4165.403697,5192.931323,7.394569,0.077326,0.664335,,
19-Jun-19,52:24.9,65.784455,-4150.243153,5221.728162,7.412995,0.375923,0.196617,,
19-Jun-19,53:31.7,560.950212,-4115.177179,5219.192995,7.390151,0.672402,-0.272419,,
19-Jun-19,54:38.6,1052.97586,-4060.426334,5185.353136,7.326162,0.965243,-0.739702,,
19-Jun-19,55:45.4,1539.061728,-3986.308143,5120.459416,7.221419,1.253084,-1.202392,,
19-Jun-19,56:52.1,2016.612427,-3893.202115,5024.925281,7.076499,1.534688,-1.657836,,
19-Jun-19,57:58.8,2482.792869,-3781.631379,4899.406471,6.892292,1.808673,-2.103151,,
19-Jun-19,59:05.5,2934.983176,-3652.191545,4744.735301,6.669902,2.07378,-2.535653,,
19-Jun-19,00:12.2,3371.297658,-3505.332572,4561.63295,6.410241,2.329172,-2.953363,,
19-Jun-19,01:19.0,3789.615772,-3341.585013,4350.960918,6.114406,2.573865,-3.354079,,
19-Jun-19,02:25.7,4186.779743,-3162.020173,4114.347343,5.784539,2.806256,-3.734606,,
19-Jun-19,03:32.2,4560.011878,-2967.847047,3853.698275,5.423131,3.024943,-4.092114,,
19-Jun-19,04:38.8,4908.165215,-2759.581631,3570.045889,5.031451,3.229462,-4.425339,,
19-Jun-19,05:45.6,5230.259287,-2537.484389,3264.085403,4.610304,3.419437,-4.733189,,
19-Jun-19,06:52.5,5523.827892,-2302.81992,2937.926027,4.162428,3.5936,-5.01316,,
19-Jun-19,07:59.3,5786.235705,-2057.473046,2594.605461,3.691813,3.75055,-5.262603,,
19-Jun-19,09:06.1,6016.534375,-1802.19086,2235.617058,3.200322,3.889855,-5.480491,,
19-Jun-19,10:13.1,6213.881869,-1537.470287,1862.1192,2.689359,4.011133,-5.665906,,
19-Jun-19,11:20.0,6376.295151,-1265.605795,1477.83219,2.163832,4.11327,-5.816884,,
19-Jun-19,12:26.8,6503.090167,-987.649567,1084.745623,1.626275,4.19591,-5.932708,,
19-Jun-19,13:33.6,6593.530088,-705.152609,685.564416,1.080204,4.258623,-6.012642,,
19-Jun-19,14:40.4,6647.236212,-419.442819,282.681572,0.528711,4.301166,-6.056317,,
19-Jun-19,15:47.1,6664.028514,-131.65295,-121.786014,-0.025492,4.323396,-6.063569,,
19-Jun-19,16:53.8,6643.855132,156.835434,-525.376457,-0.579216,4.32521,-6.03439,,
19-Jun-19,18:00.4,6586.886014,444.634224,-925.631913,-1.129276,4.306606,-5.969007,,
19-Jun-19,19:07.1,6493.401755,730.64236,-1320.508984,-1.673051,4.267639,-5.867766,,
19-Jun-19,20:13.8,6363.874219,1013.537239,-1707.674173,-2.207522,4.208437,-5.731224,,
19-Jun-19,21:20.5,6199.241867,1291.582984,-2084.263858,-2.728926,4.129349,-5.560427,,
19-Jun-19,22:27.2,6000.421463,1563.612538,-2448.232182,-3.234617,4.03072,-5.356396,,
19-Jun-19,23:33.9,5768.119233,1828.824072,-2798.044726,-3.722655,3.912777,-5.119953,,
